,Q1_pad_bot,Q1_pad_top,ground_plane,open_to_ground_ind_stub,open_to_ground_launch_pad
Q1_pad_bot,144.33968245837303,-48.470204558970266,-85.47163301746703,-9.928987340638834,-0.012890581309172467
Q1_pad_top,-48.470204558970266,139.03098729144995,-89.23078128851235,-1.0925122858051382,-0.013245340003611805
ground_plane,-85.47163301746703,-89.23078128851235,1166.5439769601355,-938.0368053117246,-51.146089481567564
open_to_ground_ind_stub,-9.928987340638834,-1.0925122858051382,-938.0368053117246,951.6855037330994,-5.842890706838662
open_to_ground_launch_pad,-0.012890581309172467,-0.013245340003611805,-51.146089481567564,-5.842890706838662,56.89192939756302
