,Q1_pad_bot,Q1_pad_top,ground_plane,open_to_ground_ind_stub,open_to_ground_launch_pad
Q1_pad_bot,143.58304904382493,-48.384628834587026,-84.80818756751476,-9.970178356264451,-0.012839309977268865
Q1_pad_top,-48.384628834587026,138.3745284669081,-88.61761379478874,-1.101609713997584,-0.013201503408484694
ground_plane,-84.80818756751476,-88.61761379478874,1165.216768545799,-938.1013725457702,-51.14876676336963
open_to_ground_ind_stub,-9.970178356264451,-1.101609713997584,-938.1013725457702,951.9402933031395,-5.831880846692393
open_to_ground_launch_pad,-0.012839309977268865,-0.013201503408484694,-51.14876676336963,-5.831880846692393,56.86591911870766
