,Q1_pad_bot,Q1_pad_top,ground_plane,open_to_ground_ind_stub,open_to_ground_launch_pad
Q1_pad_bot,141.88181532649912,-47.599839125169154,-83.88067934643047,-9.986873690976887,-0.012733953912939699
Q1_pad_top,-47.599839125169154,136.66554526530962,-87.66977961735894,-1.0962458167374072,-0.013104811859821368
ground_plane,-83.88067934643047,-87.66977961735894,1163.999372918055,-938.4532104610588,-51.138532019776854
open_to_ground_ind_stub,-9.986873690976887,-1.0962458167374072,-938.4532104610588,951.9526672677968,-5.839822640315773
open_to_ground_launch_pad,-0.012733953912939699,-0.013104811859821368,-51.138532019776854,-5.839822640315773,56.88224220067314
