,Q1_pad_bot,Q1_pad_top,ground_plane,open_to_ground_ind_stub,open_to_ground_launch_pad
Q1_pad_bot,140.43070162401648,-47.39584207604845,-82.62829007299698,-10.012241304174333,-0.012646475441001694
Q1_pad_top,-47.39584207604845,135.2163864480978,-86.45159131207176,-1.1106279736532132,-0.013021624385917578
ground_plane,-82.62829007299698,-86.45159131207176,1161.2612281353056,-938.4923355593055,-51.15131241076894
open_to_ground_ind_stub,-10.012241304174333,-1.1106279736532132,-938.4923355593055,952.3720994288775,-5.834033081658903
open_to_ground_launch_pad,-0.012646475441001694,-0.013021624385917578,-51.15131241076894,-5.834033081658903,56.92346816035113
